group,stu_id,type,content,
0,s10026,4,德核能倫理委員會：退核是「新工業革命」,08/04/16 02:17 PM
0,s10026,4,德核能倫理委員會：退核是「新工業革命」,08/04/16 02:17 PM
0,s10025,3,不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。能量密度比石化燃料高上幾百萬倍，因為燃料棒體積小，班飛機就可以運送完成高放射性核廢料[燃料棒使用大約兩年以後可以廢棄低放射性核廢料[操作接觸放射性物質後，所產生的手套、衣服,08/04/16 02:17 PM
0,s10026,4,環境變遷與永續發展期末報告：來談談核能,08/04/16 02:17 PM
0,s10025,3,不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。能量密度比石化燃料高上幾百萬倍，因為燃料棒體積小，班飛機就可以運送完成高放射性核廢料[燃料棒使用大約兩年以後可以廢棄低放射性核廢料[,08/04/16 02:17 PM
0,s10025,3,不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。能量密度比石化燃料高上幾百萬倍，因為燃料棒體積小，班飛機就可以運送完成高放射性核廢料[燃料棒使用大約兩年以後可以廢棄,08/04/16 02:17 PM
0,s10026,4,為什麼台灣不用風力、太陽光電替代核能發電廠？,08/04/16 02:17 PM
0,s10025,3,不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。能量密度比石化燃料高上幾百萬倍，因為燃料棒體積小，班飛機就可以運送完成高放射性核廢料,08/04/16 02:17 PM
0,s10025,3,不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。能量密度比石化燃料高上幾百萬倍，因為燃料棒體積小，班飛機就可以運送完成,08/04/16 02:17 PM
0,s10025,3,不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。能量密度比石化燃料高上幾百萬倍，因為燃料棒體積小,08/04/16 02:16 PM
0,s10026,4,終止核能發電,08/04/16 02:16 PM
0,s10025,3,不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。,08/04/16 02:16 PM
0,s10025,4,核能發電的優缺點,08/04/16 02:15 PM
0,s10026,2,核能OROR,08/04/16 02:15 PM
0,s10026,4,支持核能的環保人士忘記車諾比對我們的危害,08/04/16 02:15 PM
0,s10025,2,核能發電OROR,08/04/16 02:15 PM
0,s10026,3,不支持，除了日本福島核災的例子，嚴重影響環境外，對人的身體也造成影響，以及居住地會更加的衰竭。日本在三月十一日發生大地震，引發海嘯，導致福島第一核電廠發生核輻射外泄危機，難以解決。根據聯合報報導，日本自衛隊在十八日出動消防車和直升機，在核電廠噴灑數公噸的海水，希望讓核燃料棒浸泡在水中冷卻，阻止大規模的輻射外泄發生。　　經營福島核電廠的東京電力公司表示，已有五名工作人員死於核電廠內，另有兩人失蹤，二十一人受傷。美國也對核電廠輻射外泄越來越擔心，派機協助美國僑民撤離日本。美核能管制委員會批評，日本政府並未充分說明事件嚴重性，描述過於輕描淡寫，目前還在廠內搶救的人員，則置身在極短時間內就可能致死的輻射量中。　　總統馬英九在上週指示全臺核能電廠體檢。原子能委員會主委蔡春鴻說，原能會的工作重點在臺灣核安，以及關注日本福島事件影響，目前民眾無須恐慌，還不到掩蔽疏散和服用碘片的地步。　　衛生專家擔心，核災恐慌會轉移外界對災民的關懷。日本警方昨天公布，強震和海嘯造成的死亡人數超過六千人，一萬兩千多人失蹤。倖存的災民面臨天候嚴寒，無法取得乾淨飲水等其他的生命威脅。[「......輻射,08/04/16 02:12 PM
0,s10026,4,核能救地球,08/04/16 02:10 PM
0,s10026,4,核能發電現況與展望,08/04/16 02:10 PM
0,s10026,4,淺談核能電廠的風險分析,08/04/16 02:09 PM
0,s10026,4,淺談核能電廠的風險分析,08/04/16 02:09 PM
0,s10026,4,核能與科技：核廢料存放,08/04/16 02:09 PM
0,s10026,4,核能與科技：核廢料存放,08/04/16 02:09 PM
0,s10026,4,核能知識－-認識核廢料,08/04/16 02:09 PM
0,s10026,4,核能發電,08/04/16 02:09 PM
0,s10026,4,核能　便利、安全難兼顧,08/04/16 02:08 PM
0,s10026,4,核能災害與防災,08/04/16 02:08 PM
0,s10026,4,德國放棄核能，為何其他國家不能？,08/04/16 02:07 PM
0,s10026,3,「......輻射經過很長的半衰期，以億萬年計算，才有生命，大自然不知給我們怎樣的厚禮來鎖著輻射，人類無端弄個科技把它釋放出來，然後告訴你只多了一點輻射而已，當天正因為多一點輻射，人類或生命就不能存在地球上，你現在弄多一點，我們就完蛋了......」已故香港反核健將文思慧在福島核災後的《反核----向生命負責》新書發布會，曾如此呼籲全球廢核，她是一位深深關懷生態與人民的女性。,08/04/16 02:07 PM
0,s10026,2,核能OROR,08/04/16 02:07 PM
0,s10026,4,核能發電是開啟潘朵拉災難的盒子！,08/04/16 02:07 PM
0,s10026,4,核能，能不能？,08/04/16 02:07 PM
0,s10026,3,核能發電-優點＞核能發電不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。＞核能發電所使用的鈾燃料，能量密度比石化燃料高上幾百萬倍，因為燃料棒體積小，運送與儲存都很方便，[一座1000百萬瓦的核能電廠一年只需要30公噸的鈾燃料，一班飛機就可以運送完成。＞核能發電的成本中，燃料費用所佔的比例較低，核能發電的成本比較不容易受到國際經濟情勢的影響，也不會因為原油價格上漲而有太大的變化。核能發電-缺點＞核能發電的燃料棒使用大約兩年以後可以廢棄，我們稱作「高放射性核廢料」；而員工平常因為操作接觸放射性物質後，所產生的手套、衣服等一般廢棄物稱為「低放射性核廢料」，核廢料的處理是很令人頭痛的問題。＞核能電廠的能量轉換效率比一般的石化燃料更低，所以核能電廠會排放更多的廢熱到環境裏，造成沿海嚴重的熱污染。＞核能電廠的投資成本比火力發電廠還大許多，再加上土地取得困難，電力公司所承受的財務風險也比較高，以2012年日本福島核能災變為例，東京電力公司其實是無法承受核能災變所付出的代價，其實是日本政府在背後支持的。＞核能電廠的反應器內有大量的放,08/04/16 02:04 PM
0,s10026,4,歐盟報告稱[太陽能發電成本可媲美核能,08/04/16 02:04 PM
0,s10026,4,向世界證明太陽能可取代核能,08/04/16 02:03 PM
0,s10026,4,核電和化石燃料的真實成本-太陽能發電之美,08/04/16 02:03 PM
0,s10026,4,〈專訪〉昱晶潘文炎：核能是風險問題[太陽能可取代天然氣尖載發電,08/04/16 02:03 PM
0,s10026,2,太陽能OROR,08/04/16 02:03 PM
0,s10026,4,中科院院士何祚庥﹕新能源發展將聚焦太陽能與核能,08/04/16 02:03 PM
0,s10026,4,太陽能取代核電恐導致電價漲3倍？真的嗎？,08/04/16 02:03 PM
0,s10026,4,太陽光電(一)：太陽能帶來福島新生機,08/04/16 02:03 PM
0,s10026,4,德智庫：太陽能與風電成本可大幅低於核電,08/04/16 02:03 PM
0,s10026,2,生質能OROR,08/04/16 02:02 PM
0,s10026,3,核能發電-優點＞核能發電不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。＞核能發電所使用的鈾燃料，能量密度比石化燃料高上幾百萬倍，因為燃料棒體積小，運送與儲存都很方便，[一座1000百萬瓦的核能電廠一年只需要30公噸的鈾燃料，一班飛機就可以運送完成。＞核能發電的成本中，燃料費用所佔的比例較低，核能發電的成本比較不容易受到國際經濟情勢的影響，也不會因為原油價格上漲而有太大的變化。核能發電-缺點＞核能發電的燃料棒使用大約兩年以後可以廢棄，我們稱作「高放射性核廢料」；而員工平常因為操作接觸放射性物質後，所產生的手套、衣服等一般廢棄物稱為「低放射性核廢料」，核廢料的處理是很令人頭痛的問題。＞核能電廠的能量轉換效率比一般的石化燃料更低，所以核能電廠會排放更多的廢熱到環境裏，造成沿海嚴重的熱污染。＞核能電廠的投資成本比火力發電廠還大許多，再加上土地取得困難，電力公司所承受的財務風險也比較高，以2012年日本福島核能災變為例，東京電力公司其實是無法承受核能災變所付出的代價，其實是日本政府在背後支持的。＞核能電廠的反應器內有大量的放,08/04/16 02:02 PM
0,s10026,4,生質能,08/04/16 02:02 PM
0,s10026,4,什麼是生質能源,08/04/16 02:02 PM
0,s10026,4,生質能發電,08/04/16 02:02 PM
0,s10026,3,核能發電-優點＞核能發電不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。＞核能發電所使用的鈾燃料，能量密度比石化燃料高上幾百萬倍，因為燃料棒體積小，運送與儲存都很方便，[一座1000百萬瓦的核能電廠一年只需要30公噸的鈾燃料，一班飛機就可以運送完成。＞核能發電的成本中，燃料費用所佔的比例較低，核能發電的成本比較不容易受到國際經濟情勢的影響，也不會因為原油價格上漲而有太大的變化。核能發電-缺點＞核能發電的燃料棒使用大約兩年以後可以廢棄，我們稱作「高放射性核廢料」；而員工平常因為操作接觸放射性物質後，所產生的手套、衣服等一般廢棄物稱為「低放射性核廢料」，核廢料的處理是很令人頭痛的問題。＞核能電廠的能量轉換效率比一般的石化燃料更低，所以核能電廠會排放更多的廢熱到環境裏，造成沿海嚴重的熱污染。＞核能電廠的投資成本比火力發電廠還大許多，再加上土地取得困難，電力公司所承受的財務風險也比較高，以2012年日本福島核能災變為例，東京電力公司其實是無法承受核能災變所付出的代價，其實是日本政府在背後支持的。＞核能電廠的反應器內有大量的放,08/04/16 02:02 PM
0,s10026,3,火力發電-優點火力發電廠是通過燃燒煤、天然氣以及石油等來發電的發電廠。[火力發電廠被設計成可大量、連續地發電，在許多國家，大部分電能都是由火力發電廠提供的。1.天然氣的有害物質較少。[在其轉換成液態處理過程中，硫、氮、水分等不純物質，已被盡數去除。[2.燃燒時只產生少量的氮氧化物及二氧化碳。[故此，天然氣可以緩解能源緊缺，減少環境污染。火力發電-缺點1.火力發電由高溫、高壓、及高速的設備所構成，其運轉與維護較難。[2.火力發電在用水、燃料輸送、環境保護等有其限制。[3.火力用於高溫、高壓的蒸氣，有機器上之熱能限制，因此，運用的融[通性較低。[4.輸出變化速度，因鍋爐有燃燒不安、汽輪機熱應力的限制，所以變化極慢。[5.起動和停止由於熱應力的限制，需較長時間（停止30小時需要2~3小時）。[6.因使用燃料，故運轉成本較高。[7.需要大氣污染、溫排水、噪音等保護環境不受過多污染的對策。[8.效率對額定輸出而言，輸出愈低即其效率降低愈顯著。,08/04/16 02:02 PM
0,s10026,3,火力發電-優點火力發電廠是通過燃燒煤、天然氣以及石油等來發電的發電廠。[火力發電廠被設計成可大量、連續地發電，在許多國家，大部分電能都是由火力發電廠提供的。火力發電-缺點1.火力發電由高溫、高壓、及高速的設備所構成，其運轉與維護較難。[2.火力發電在用水、燃料輸送、環境保護等有其限制。[3.火力用於高溫、高壓的蒸氣，有機器上之熱能限制，因此，運用的融[通性較低。[4.輸出變化速度，因鍋爐有燃燒不安、汽輪機熱應力的限制，所以變化極慢。[5.起動和停止由於熱應力的限制，需較長時間（停止30小時需要2~3小時）。[6.因使用燃料，故運轉成本較高。[7.需要大氣污染、溫排水、噪音等保護環境不受過多污染的對策。[8.效率對額定輸出而言，輸出愈低即其效率降低愈顯著。,08/04/16 02:01 PM
0,s10026,2,火力發電OROR,08/04/16 02:01 PM
0,s10026,3,火力發電-優點火力發電廠是通過燃燒煤、天然氣以及石油等來發電的發電廠。[火力發電廠被設計成可大量、連續地發電，在許多國家，大部分電能都是由火力發電廠提供的。,08/04/16 02:01 PM
0,s10026,2,火力發電OR優缺OR,08/04/16 02:01 PM
0,s10026,4,火力發電,08/04/16 02:00 PM
0,s10026,4,火力發電比核電害死更多人？,08/04/16 02:00 PM
0,s10026,3,核能發電-優點＞核能發電不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。＞核能發電所使用的鈾燃料，能量密度比石化燃料高上幾百萬倍，因為燃料棒體積小，運送與儲存都很方便，[一座1000百萬瓦的核能電廠一年只需要30公噸的鈾燃料，一班飛機就可以運送完成。＞核能發電的成本中，燃料費用所佔的比例較低，核能發電的成本比較不容易受到國際經濟情勢的影響，也不會因為原油價格上漲而有太大的變化。核能發電-缺點＞核能發電的燃料棒使用大約兩年以後可以廢棄，我們稱作「高放射性核廢料」；而員工平常因為操作接觸放射性物質後，所產生的手套、衣服等一般廢棄物稱為「低放射性核廢料」，核廢料的處理是很令人頭痛的問題。＞核能電廠的能量轉換效率比一般的石化燃料更低，所以核能電廠會排放更多的廢熱到環境裏，造成沿海嚴重的熱污染。＞核能電廠的投資成本比火力發電廠還大許多，再加上土地取得困難，電力公司所承受的財務風險也比較高，以2012年日本福島核能災變為例，東京電力公司其實是無法承受核能災變所付出的代價，其實是日本政府在背後支持的。＞核能電廠的反應器內有大量的放,08/04/16 01:59 PM
0,s10026,3,核能發電-優點＞核能發電不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。＞核能發電所使用的鈾燃料，能量密度比石化燃料高上幾百萬倍，因為燃料棒體積小，運送與儲存都很方便，[一座1000百萬瓦的核能電廠一年只需要30公噸的鈾燃料，一班飛機就可以運送完成。＞核能發電的成本中，燃料費用所佔的比例較低，核能發電的成本比較不容易受到國際經濟情勢的影響，也不會因為原油價格上漲而有太大的變化。核能發電-缺點,08/04/16 01:59 PM
0,s10026,2,核能OR優缺OR,08/04/16 01:59 PM
0,s10026,3,＞核能發電不會排放巨量的污染物到大氣中，所以不會造成空氣污染，也不會產生造成地球溫室效應的二氧化碳。＞核能發電所使用的鈾燃料，能量密度比石化燃料高上幾百萬倍，因為燃料棒體積小，運送與儲存都很方便，[一座1000百萬瓦的核能電廠一年只需要30公噸的鈾燃料，一班飛機就可以運送完成。,08/04/16 01:58 PM
0,s10026,2,核能OROR,08/04/16 01:58 PM
0,s10026,4,核能發電的優缺點,08/04/16 01:58 PM
0,s10023,4,「核四應改為火力發電、廢核不廢電」締造亮麗的非核家園vs[高雄氣爆,07/21/16 04:09 PM
0,s10023,2,非核OROR,07/21/16 04:09 PM
0,s10024,4,談社會各界對核能與再生能源的認知差距,07/21/16 04:07 PM
0,s10024,3,海洋能及生質能亦無法取代核電：海洋能因發展技術尚未成熟，國際間還沒有商轉機組，短期無法導入，也無法大量開發以替代核四的發電量；生質能部分，目前國內受限於料源之供應不足及成本過高，僅有都市垃圾焚化廠、少部分事業廢棄物及沼氣等發電運用。國內生質柴油主要做為運輸工具的燃料，若要開發為電力能源物料，則可能會影響糧食自主政策,07/21/16 04:07 PM
0,s10024,2,再生能源OROR,07/21/16 04:06 PM
0,s10024,2,再生能源OROR,07/21/16 04:06 PM
0,s10024,2,再生能源OROR,07/21/16 04:06 PM
0,s10024,2,乾淨能源OROR,07/21/16 04:06 PM
0,s10024,4,如果我們積極發展地熱等其他再生能源，是不是就不需要核四？,07/21/16 04:05 PM
0,s10024,4,台灣～核能發電～再生能源,07/21/16 04:05 PM
0,s10024,1,近年來，由於社會的進步，人們對於電力的需求可說是越來越多，再加上台灣土地與天然資源有限，風力及太陽光電等再生能源有其地理條件與其他限制，難以提供充足且穩定之電力。因此在目前的能源科技現況下，核能與再生能源均是乾淨能源的夥伴，而非競爭者。在確保環境以及人體不受到傷害下，核能發電廠確實持續發展的必要。台電核能營運不斷提升設備可靠度與效能，使核能更安全更可靠，贏得民眾信任。配合政府能源政策，提供可靠穩定之優質電力，促進國家經濟發展，早日邁入低碳家園。,07/21/16 04:05 PM
0,s10023,2,核電廠OROR,07/21/16 04:05 PM
0,s10024,3,近年來，由於社會的進步，人們對於電力的需求可說是越來越多，再加上台灣土地與天然資源有限，風力及太陽光電等再生能源有其地理條件與其他限制，難以提供充足且穩定之電力。因此在目前的能源科技現況下，核能與再生能源均是乾淨能源的夥伴，而非競爭者。在確保環境以及人體不受到傷害下，核能發電廠確實持續發展的必要。台電核能營運不斷提升設備可靠度與效能，使核能更安全更可靠，贏得民眾信任。配合政府能源政策，提供可靠穩定之優質電力，促進國家經濟發展，早日邁入低碳家園。美國用核子燃料棒及其他高放射的廢料處理，美國能源部也已在內華達州的猶卡山（Yucca）進行研究，將在明年確認在此地興建地下深層埋藏場，並預定在西元2010年開始營運，美國已投資超過五十億美元進行研究，並將會把研究成果作技術轉移。雖然美國反對我國進行核廢料再利用，不過對於有處理核廢料需求的我國，美國則積極協助我國透過國際合作方式，共同開發最終處置的技術。我國也在獲得技術支援的情況下，於75年起展開可能之最終處置場的地質調查，因為靠近大陸沿海小島因為和台灣本島相比，地質相對較穩定，更比瑞典設在海邊的核廢料處理廠地質條件還好，很適合做為我國境內核廢,07/21/16 04:04 PM
0,s10023,3,近年來，由於社會的進步，人們對於電力的需求可說是越來越多，再加上台灣土地與天然資源有限，風力及太陽光電等再生能源有其地理條件與其他限制，難以提供充足且穩定之電力。因此在目前的能源科技現況下，核能與再生能源均是乾淨能源的夥伴，而非競爭者。在確保環境以及人體不受到傷害下，核能發電廠確實持續發展的必要。台電核能營運不斷提升設備可靠度與效能，使核能更安全更可靠，贏得民眾信任。配合政府能源政策，提供可靠穩定之優質電力，促進國家經濟發展，早日邁入低碳家園。美國用核子燃料棒及其他高放射的廢料處理，美國能源部也已在內華達州的猶卡山（Yucca）進行研究，將在明年確認在此地興建地下深層埋藏場，並預定在西元2010年開始營運，美國已投資超過五十億美元進行研究，並將會把研究成果作技術轉移。雖然美國反對我國進行核廢料再利用，不過對於有處理核廢料需求的我國，美國則積極協助我國透過國際合作方式，共同開發最終處置的技術。我國也在獲得技術支援的情況下，於75年起展開可能之最終處置場的地質調查，因為靠近大陸沿海小島因為和台灣本島相比，地質相對較穩定，更比瑞典設在海邊的核廢料處理廠地質條件還好，很適合做為我國境內核廢,07/21/16 04:04 PM
0,s10023,1,[只有核能發生事故會造成「極為毀滅性而且全面性」的傷害，無法承受核能災變所付出的代價。國民不只要求強化核電廠的安全對策，甚至希望能邁向非核家園。,07/21/16 04:04 PM
0,s10024,1,核廢料處置及拆廠的經費來源我國在75年7月開始，即從核能發電每度成本中計入0.17元的後端營運費用，所攤提之金額撥入「核能發電後端營運基金」（約占核能發電成本的20%），以支應未來核能電廠核廢料處置及核電廠除役之費用，此提撥標準高於芬蘭，接近瑞士及瑞典的標準，不會偏低。目前整個核能後端營運基金已累積超過1.650億元，還以每年100億元以上持續成長，核四加入後預計可達3.300億元的「核能發電後端營運基金」支付，在核一到核四陸續除役經費花費2.500億元後，還備有800億元可供彈性使用，經費來源沒有問題。,07/21/16 04:04 PM
0,s10024,3,近年來，由於社會的進步，人們對於電力的需求可說是越來越多，再加上台灣土地與天然資源有限，風力及太陽光電等再生能源有其地理條件與其他限制，難以提供充足且穩定之電力。因此在目前的能源科技現況下，核能與再生能源均是乾淨能源的夥伴，而非競爭者。在確保環境以及人體不受到傷害下，核能發電廠確實持續發展的必要。台電核能營運不斷提升設備可靠度與效能，使核能更安全更可靠，贏得民眾信任。配合政府能源政策，提供可靠穩定之優質電力，促進國家經濟發展，早日邁入低碳家園。美國用核子燃料棒及其他高放射的廢料處理，美國能源部也已在內華達州的猶卡山（Yucca）進行研究，將在明年確認在此地興建地下深層埋藏場，並預定在西元2010年開始營運，美國已投資超過五十億美元進行研究，並將會把研究成果作技術轉移。雖然美國反對我國進行核廢料再利用，不過對於有處理核廢料需求的我國，美國則積極協助我國透過國際合作方式，共同開發最終處置的技術。我國也在獲得技術支援的情況下，於75年起展開可能之最終處置場的地質調查，因為靠近大陸沿海小島因為和台灣本島相比，地質相對較穩定，更比瑞典設在海邊的核廢料處理廠地質條件還好，很適合做為我國境內核廢,07/21/16 04:03 PM
0,s10024,3,近年來，由於社會的進步，人們對於電力的需求可說是越來越多，再加上台灣土地與天然資源有限，風力及太陽光電等再生能源有其地理條件與其他限制，難以提供充足且穩定之電力。因此在目前的能源科技現況下，核能與再生能源均是乾淨能源的夥伴，而非競爭者。在確保環境以及人體不受到傷害下，核能發電廠確實持續發展的必要。台電核能營運不斷提升設備可靠度與效能，使核能更安全更可靠，贏得民眾信任。配合政府能源政策，提供可靠穩定之優質電力，促進國家經濟發展，早日邁入低碳家園。美國用核子燃料棒及其他高放射的廢料處理，美國能源部也已在內華達州的猶卡山（Yucca）進行研究，將在明年確認在此地興建地下深層埋藏場，並預定在西元2010年開始營運，美國已投資超過五十億美元進行研究，並將會把研究成果作技術轉移。雖然美國反對我國進行核廢料再利用，不過對於有處理核廢料需求的我國，美國則積極協助我國透過國際合作方式，共同開發最終處置的技術。我國也在獲得技術支援的情況下，於75年起展開可能之最終處置場的地質調查，因為靠近大陸沿海小島因為和台灣本島相比，地質相對較穩定，更比瑞典設在海邊的核廢料處理廠地質條件還好，很適合做為我國境內核廢,07/21/16 04:03 PM
0,s10023,4,核電廠運轉情形對電價的影響說明,07/21/16 04:03 PM
0,s10024,3,近年來，由於社會的進步，人們對於電力的需求可說是越來越多，再加上台灣土地與天然資源有限，風力及太陽光電等再生能源有其地理條件與其他限制，難以提供充足且穩定之電力。因此在目前的能源科技現況下，核能與再生能源均是乾淨能源的夥伴，而非競爭者。在確保環境以及人體不受到傷害下，核能發電廠確實持續發展的必要。台電核能營運不斷提升設備可靠度與效能，使核能更安全更可靠，贏得民眾信任。配合政府能源政策，提供可靠穩定之優質電力，促進國家經濟發展，早日邁入低碳家園。美國用核子燃料棒及其他高放射的廢料處理，美國能源部也已在內華達州的猶卡山（Yucca）進行研究，將在明年確認在此地興建地下深層埋藏場，並預定在西元2010年開始營運，美國已投資超過五十億美元進行研究，並將會把研究成果作技術轉移。雖然美國反對我國進行核廢料再利用，不過對於有處理核廢料需求的我國，美國則積極協助我國透過國際合作方式，共同開發最終處置的技術。我國也在獲得技術支援的情況下，於75年起展開可能之最終處置場的地質調查，因為靠近大陸沿海小島因為和台灣本島相比，地質相對較穩定，更比瑞典設在海邊的核廢料處理廠地質條件還好，很適合做為我國境內核廢,07/21/16 04:03 PM
0,s10023,4,核電廠會影響附近居民健康嗎？(台電),07/21/16 04:03 PM
0,s10024,1,美國用核子燃料棒及其他高放射的廢料處理，美國能源部也已在內華達州的猶卡山（Yucca）進行研究，將在明年確認在此地興建地下深層埋藏場，並預定在西元2010年開始營運，美國已投資超過五十億美元進行研究，並將會把研究成果作技術轉移。雖然美國反對我國進行核廢料再利用，不過對於有處理核廢料需求的我國，美國則積極協助我國透過國際合作方式，共同開發最終處置的技術。我國也在獲得技術支援的情況下，於75年起展開可能之最終處置場的地質調查，因為靠近大陸沿海小島因為和台灣本島相比，地質相對較穩定，更比瑞典設在海邊的核廢料處理廠地質條件還好，很適合做為我國境內核廢料最終處置場之地點。目前預計在民國105年選出候選廠址，於民國120年開始進行處置工作。,07/21/16 04:03 PM
0,s10023,4,揭開[台灣核電廠[不能說的８個祕密／台電三十三年員工的血淚控訴,07/21/16 04:02 PM
0,s10024,3,近年來，由於社會的進步，人們對於電力的需求可說是越來越多，再加上台灣土地與天然資源有限，風力及太陽光電等再生能源有其地理條件與其他限制，難以提供充足且穩定之電力。因此在目前的能源科技現況下，核能與再生能源均是乾淨能源的夥伴，而非競爭者。在確保環境以及人體不受到傷害下，核能發電廠確實持續發展的必要。台電核能營運不斷提升設備可靠度與效能，使核能更安全更可靠，贏得民眾信任。配合政府能源政策，提供可靠穩定之優質電力，促進國家經濟發展，早日邁入低碳家園。美國用核子燃料棒及其他高放射的廢料處理，美國能源部也已在內華達州的猶卡山（Yucca）進行研究，將在明年確認在此地興建地下深層埋藏場，並預定在西元2010年開始營運，美國已投資超過五十億美元進行研究，並將會把研究成果作技術轉移。雖然美國反對我國進行核廢料再利用，不過對於有處理核廢料需求的我國，美國則積極協助我國透過國際合作方式，共同開發最終處置的技術。我國也在獲得技術支援的情況下，於75年起展開可能之最終處置場的地質調查，因為靠近大陸沿海小島因為和台灣本島相比，地質相對較穩定，更比瑞典設在海邊的核廢料處理廠地質條件還好，很適合做為我國境內核廢,07/21/16 04:02 PM
0,s10024,3,近年來，由於社會的進步，人們對於電力的需求可說是越來越多，再加上台灣土地與天然資源有限，風力及太陽光電等再生能源有其地理條件與其他限制，難以提供充足且穩定之電力。因此在目前的能源科技現況下，核能與再生能源均是乾淨能源的夥伴，而非競爭者。在確保環境以及人體不受到傷害下，核能發電廠確實持續發展的必要。台電核能營運不斷提升設備可靠度與效能，使核能更安全更可靠，贏得民眾信任。配合政府能源政策，提供可靠穩定之優質電力，促進國家經濟發展，早日邁入低碳家園。美國用核子燃料棒及其他高放射的廢料處理，美國能源部也已在內華達州的猶卡山（Yucca）進行研究，將在明年確認在此地興建地下深層埋藏場，並預定在西元2010年開始營運，美國已投資超過五十億美元進行研究，並將會把研究成果作技術轉移。雖然美國反對我國進行核廢料再利用，不過對於有處理核廢料需求的我國，美國則積極協助我國透過國際合作方式，共同開發最終處置的技術。我國也在獲得技術支援的情況下，於75年起展開可能之最終處置場的地質調查，因為靠近大陸沿海小島因為和台灣本島相比，地質相對較穩定，更比瑞典設在海邊的核廢料處理廠地質條件還好，很適合做為我國境內核廢,07/21/16 04:02 PM
0,s10023,2,核電廠OR員工OR,07/21/16 04:02 PM
0,s10024,3,近年來，由於社會的進步，人們對於電力的需求可說是越來越多，再加上台灣土地與天然資源有限，風力及太陽光電等再生能源有其地理條件與其他限制，難以提供充足且穩定之電力。因此在目前的能源科技現況下，核能與再生能源均是乾淨能源的夥伴，而非競爭者。在確保環境以及人體不受到傷害下，核能發電廠確實持續發展的必要。台電核能營運不斷提升設備可靠度與效能，使核能更安全更可靠，贏得民眾信任。配合政府能源政策，提供可靠穩定之優質電力，促進國家經濟發展，早日邁入低碳家園。美國民用核子燃料棒及其他高放射的廢料處理，依據1982年通過的核廢料政策法，美國能源部也已在內華達州的猶卡山（Yucca）進行研究，將在明年確認在此地興建地下深層埋藏場，並預定在西元2010年開始營運，美國已投資超過五十億美元進行研究，並將會把研究成果作技術轉移。雖然美國反對我國進行核廢料再利用，不過對於有處理核廢料需求的我國，美國則積極協助我國透過國際合作方式，共同開發最終處置的技術。我國也在獲得技術支援的情況下，於75年起展開可能之最終處置場的地質調查，因為靠近大陸沿海小島因為和台灣本島相比，地質相對較穩定，更比瑞典設在海邊的核廢料處理廠,07/21/16 04:01 PM
0,s10023,3,只有核能發生事故會造成「極為毀滅性而且全面性」的傷害，無法承受核能災變所付出的代價。國民不只要求強化核電廠的安全對策，甚至希望能邁向非核家園,07/21/16 04:00 PM
0,s10024,2,核廢料OROR,07/21/16 04:00 PM
0,s10024,2,核廢料OROR,07/21/16 04:00 PM
0,s10023,4,世界各地核電廠[今後動向,07/21/16 04:00 PM
0,s10024,4,核廢料的妥善處理具可行性,07/21/16 04:00 PM
0,s10023,4,何德？核能！專題系列五：兩座核電廠[殘害金山鄉民健康,07/21/16 04:00 PM
0,s10023,3,只有核能發生事故會造成「極為毀滅性而且全面性」的傷害，無法承受核能災變所付出的代價。,07/21/16 04:00 PM
0,s10024,4,認識核能發電,07/21/16 04:00 PM
0,s10024,3,近年來，由於社會的進步，人們對於電力的需求可說是越來越多，再加上台灣土地與天然資源有限，風力及太陽光電等再生能源有其地理條件與其他限制，難以提供充足且穩定之電力。因此在目前的能源科技現況下，核能與再生能源均是乾淨能源的夥伴，而非競爭者。在確保環境以及人體不受到傷害下，核能發電廠確實持續發展的必要。台電核能營運不斷提升設備可靠度與效能，使核能更安全更可靠，贏得民眾信任。配合政府能源政策，提供可靠穩定之優質電力，促進國家經濟發展，早日邁入低碳家園。,07/21/16 04:00 PM
0,s10023,3,只有核能發生事故會造成「極為毀滅性而且全面性」的傷害，無法承受核能災變所付出的代價。,07/21/16 04:00 PM
